Date,Employee_ID,Employee_Name,Project_ID,Job_Code,Regular_Hours,Overtime_Hours,Total_Hours
2025-06-17,1009,Worker_10,PRJ104,Plumber,8.0,1,9.0
2025-06-18,1009,Worker_10,PRJ104,Plumber,8.0,2,10.0
2025-06-19,1009,Worker_10,PRJ104,Plumber,8.0,0,8.0
2025-06-20,1009,Worker_10,PRJ104,Plumber,9.0,0,9.0
2025-06-09,1010,Worker_11,PRJ104,Carpenter,8.0,1,9.0
2025-06-10,1010,Worker_11,PRJ104,Carpenter,8.0,1,9.0
2025-06-11,1010,Worker_11,PRJ104,Carpenter,8.0,1,9.0
2025-06-12,1010,Worker_11,PRJ104,Carpenter,8.0,0,8.0
2025-06-13,1010,Worker_11,PRJ104,Carpenter,6.0,0,6.0
2025-06-16,1010,Worker_11,PRJ104,Carpenter,9.0,0,9.0
2025-06-17,1010,Worker_11,PRJ104,Carpenter,7.5,0,7.5
2025-06-18,1010,Worker_11,PRJ104,Carpenter,7.5,0,7.5
2025-06-19,1010,Worker_11,PRJ104,Carpenter,8.0,0,8.0
2025-06-20,1010,Worker_11,PRJ104,Carpenter,8.0,0,8.0
2025-06-09,1011,Worker_12,PRJ102,Carpenter,8.0,2,10.0
2025-06-10,1011,Worker_12,PRJ102,Carpenter,7.5,0,7.5
2025-06-11,1011,Worker_12,PRJ102,Carpenter,8.0,0,8.0
2025-06-12,1011,Worker_12,PRJ102,Carpenter,8.0,0,8.0
2025-06-13,1011,Worker_12,PRJ102,Carpenter,9.0,0,9.0
2025-06-16,1011,Worker_12,PRJ102,Carpenter,8.0,0,8.0
2025-06-17,1011,Worker_12,PRJ102,Carpenter,8.0,1,9.0
2025-06-18,1011,Worker_12,PRJ102,Carpenter,8.0,1,9.0
2025-06-19,1011,Worker_12,PRJ102,Carpenter,8.0,2,10.0
2025-06-20,1011,Worker_12,PRJ102,Carpenter,8.0,2,10.0
2025-06-09,1012,Worker_13,PRJ104,Electrician,9.0,2,11.0
2025-06-10,1012,Worker_13,PRJ104,Electrician,6.0,0,6.0
2025-06-11,1012,Worker_13,PRJ104,Electrician,8.0,2,10.0
2025-06-12,1012,Worker_13,PRJ104,Electrician,9.0,0,9.0
2025-06-13,1012,Worker_13,PRJ104,Electrician,7.5,0,7.5
2025-06-16,1012,Worker_13,PRJ104,Electrician,8.0,2,10.0
2025-06-17,1012,Worker_13,PRJ104,Electrician,6.0,0,6.0
2025-06-18,1012,Worker_13,PRJ104,Electrician,8.0,0,8.0
2025-06-19,1012,Worker_13,PRJ104,Electrician,7.5,0,7.5
2025-06-20,1012,Worker_13,PRJ104,Electrician,8.0,2,10.0
2025-06-09,1013,Worker_14,PRJ101,Electrician,8.0,0,8.0
2025-06-10,1013,Worker_14,PRJ101,Electrician,8.0,0,8.0
2025-06-11,1013,Worker_14,PRJ101,Electrician,6.0,0,6.0
2025-06-12,1013,Worker_14,PRJ101,Electrician,6.0,0,6.0
2025-06-13,1013,Worker_14,PRJ101,Electrician,8.0,1,9.0
2025-06-16,1013,Worker_14,PRJ101,Electrician,7.5,0,7.5
2025-06-17,1013,Worker_14,PRJ101,Electrician,7.5,0,7.5
2025-06-18,1013,Worker_14,PRJ101,Electrician,7.5,0,7.5
2025-06-19,1013,Worker_14,PRJ101,Electrician,8.0,1,9.0
2025-06-20,1013,Worker_14,PRJ101,Electrician,7.5,0,7.5
2025-06-09,1014,Worker_15,PRJ102,Electrician,8.0,0,8.0
2025-06-10,1014,Worker_15,PRJ102,Electrician,8.0,1,9.0
2025-06-11,1014,Worker_15,PRJ102,Electrician,6.0,0,6.0
2025-06-12,1014,Worker_15,PRJ102,Electrician,9.0,2,11.0
2025-06-13,1014,Worker_15,PRJ102,Electrician,8.0,0,8.0
2025-06-16,1014,Worker_15,PRJ102,Electrician,8.0,2,10.0
2025-06-17,1014,Worker_15,PRJ102,Electrician,9.0,2,11.0
2025-06-18,1014,Worker_15,PRJ102,Electrician,9.0,0,9.0
2025-06-19,1014,Worker_15,PRJ102,Electrician,8.0,2,10.0
2025-06-20,1014,Worker_15,PRJ102,Electrician,8.0,0,8.0
2025-06-09,1015,Worker_16,PRJ104,Laborer,8.0,1,9.0
2025-06-10,1015,Worker_16,PRJ104,Laborer,6.0,0,6.0
2025-06-11,1015,Worker_16,PRJ104,Laborer,9.0,1,10.0
2025-06-12,1015,Worker_16,PRJ104,Laborer,8.0,1,9.0
2025-06-13,1015,Worker_16,PRJ104,Laborer,8.0,0,8.0
2025-06-16,1015,Worker_16,PRJ104,Laborer,9.0,0,9.0
2025-06-17,1015,Worker_16,PRJ104,Laborer,8.0,0,8.0
2025-06-18,1015,Worker_16,PRJ104,Laborer,8.0,2,10.0
2025-06-19,1015,Worker_16,PRJ104,Laborer,8.0,0,8.0
2025-06-20,1015,Worker_16,PRJ104,Laborer,9.0,0,9.0
2025-06-09,1016,Worker_17,PRJ103,Electrician,7.5,0,7.5
2025-06-10,1016,Worker_17,PRJ103,Electrician,8.0,1,9.0
2025-06-11,1016,Worker_17,PRJ103,Electrician,8.0,1,9.0
2025-06-12,1016,Worker_17,PRJ103,Electrician,6.0,0,6.0
2025-06-13,1016,Worker_17,PRJ103,Electrician,9.0,2,11.0
2025-06-16,1016,Worker_17,PRJ103,Electrician,8.0,0,8.0
2025-06-17,1016,Worker_17,PRJ103,Electrician,7.5,0,7.5
2025-06-18,1016,Worker_17,PRJ103,Electrician,6.0,0,6.0
2025-06-19,1016,Worker_17,PRJ103,Electrician,8.0,0,7.0
2025-06-20,1016,Worker_17,PRJ103,Electrician,8.0,0,8.0
2025-06-09,1017,Worker_18,PRJ102,Laborer,9.0,0,9.0
2025-06-10,1017,Worker_18,PRJ102,Laborer,8.0,1,9.0
2025-06-11,1017,Worker_18,PRJ102,Laborer,8.0,0,8.0
2025-06-12,1017,Worker_18,PRJ102,Laborer,9.0,0,9.0
2025-06-13,1017,Worker_18,PRJ102,Laborer,8.0,0,8.0
2025-06-16,1017,Worker_18,PRJ102,Laborer,8.0,0,8.0
2025-06-17,1017,Worker_18,PRJ102,Laborer,8.0,2,10.0
2025-06-18,1017,Worker_18,PRJ102,Laborer,8.0,0,8.0
2025-06-19,1017,Worker_18,PRJ102,Laborer,6.0,0,6.0
2025-06-20,1017,Worker_18,PRJ102,Laborer,6.0,0,6.0
2025-06-09,1018,Worker_19,PRJ103,Welder,8.0,0,8.0
2025-06-10,1018,Worker_19,PRJ103,Welder,8.0,1,9.0
2025-06-11,1018,Worker_19,PRJ103,Welder,6.0,0,6.0
2025-06-12,1018,Worker_19,PRJ103,Welder,7.5,0,7.5
2025-06-13,1018,Worker_19,PRJ103,Welder,9.0,2,11.0
2025-06-16,1018,Worker_19,PRJ103,Welder,6.0,0,6.0
2025-06-17,1018,Worker_19,PRJ103,Welder,8.0,0,8.0
2025-06-18,1018,Worker_19,PRJ103,Welder,6.0,0,6.0
2025-06-19,1018,Worker_19,PRJ103,Welder,8.0,0,8.0
2025-06-20,1018,Worker_19,PRJ103,Welder,6.0,0,6.0
2025-06-09,1019,Worker_20,PRJ103,Carpenter,9.0,2,11.0
2025-06-10,1019,Worker_20,PRJ103,Carpenter,8.0,2,10.0
2025-06-11,1019,Worker_20,PRJ103,Carpenter,9.0,2,11.0
2025-06-12,1019,Worker_20,PRJ103,Carpenter,8.0,1,9.0
2025-06-13,1019,Worker_20,PRJ103,Carpenter,9.0,0,9.0
2025-06-16,1019,Worker_20,PRJ103,Carpenter,9.0,2,11.0
2025-06-17,1019,Worker_20,PRJ103,Carpenter,8.0,2,10.0
2025-06-18,1019,Worker_20,PRJ103,Carpenter,9.0,0,9.0
2025-06-19,1019,Worker_20,PRJ103,Carpenter,8.0,2,10.0
2025-06-20,1019,Worker_20,PRJ103,Carpenter,8.0,1,9.0
2025-06-09,1020,Worker_21,PRJ101,Laborer,8.0,2,10.0
2025-06-10,1020,Worker_21,PRJ101,Laborer,8.0,0,8.0
2025-06-11,1020,Worker_21,PRJ101,Laborer,7.5,0,7.5
2025-06-12,1020,Worker_21,PRJ101,Laborer,8.0,0,8.0
2025-06-13,1020,Worker_21,PRJ101,Laborer,8.0,0,8.0
2025-06-16,1020,Worker_21,PRJ101,Laborer,8.0,0,8.0
2025-06-17,1020,Worker_21,PRJ101,Laborer,8.0,1,9.0
2025-06-18,1020,Worker_21,PRJ101,Laborer,9.0,0,9.0
2025-06-19,1020,Worker_21,PRJ101,Laborer,6.0,0,6.0
2025-06-20,1020,Worker_21,PRJ101,Laborer,6.0,0,6.0
2025-06-09,1021,Worker_22,PRJ101,Carpenter,7.5,0,7.5
2025-06-10,1021,Worker_22,PRJ101,Carpenter,8.0,1,9.0
2025-06-11,1021,Worker_22,PRJ101,Carpenter,7.5,0,7.5
2025-06-12,1021,Worker_22,PRJ101,Carpenter,9.0,1,10.0
2025-06-13,1021,Worker_22,PRJ101,Carpenter,6.0,0,6.0
2025-06-16,1021,Worker_22,PRJ101,Carpenter,8.0,0,8.0
2025-06-17,1021,Worker_22,PRJ101,Carpenter,9.0,0,9.0
2025-06-18,1021,Worker_22,PRJ101,Carpenter,9.0,0,9.0
2025-06-19,1021,Worker_22,PRJ101,Carpenter,7.5,0,7.5
2025-06-20,1021,Worker_22,PRJ101,Carpenter,8.0,1,9.0
2025-06-09,1022,Worker_23,PRJ100,Welder,7.5,0,7.5
2025-06-10,1022,Worker_23,PRJ100,Welder,8.0,1,9.0
2025-06-11,1022,Worker_23,PRJ100,Welder,8.0,0,8.0
2025-06-12,1022,Worker_23,PRJ100,Welder,9.0,0,9.0
2025-06-13,1022,Worker_23,PRJ100,Welder,8.0,0,8.0
2025-06-16,1022,Worker_23,PRJ100,Welder,9.0,2,11.0
2025-06-17,1022,Worker_23,PRJ100,Welder,8.0,0,8.0
2025-06-18,1022,Worker_23,PRJ100,Welder,6.0,0,6.0
2025-06-19,1022,Worker_23,PRJ100,Welder,7.5,0,7.5
2025-06-20,1022,Worker_23,PRJ100,Welder,6.0,0,6.0
2025-06-09,1023,Worker_24,PRJ102,Plumber,8.0,1,9.0
2025-06-10,1023,Worker_24,PRJ102,Plumber,8.0,2,10.0
2025-06-11,1023,Worker_24,PRJ102,Plumber,9.0,0,9.0
2025-06-12,1023,Worker_24,PRJ102,Plumber,8.0,1,9.0
2025-06-13,1023,Worker_24,PRJ102,Plumber,6.0,0,6.0
2025-06-16,1023,Worker_24,PRJ102,Plumber,9.0,0,9.0
2025-06-17,1023,Worker_24,PRJ102,Plumber,8.0,2,10.0
2025-06-18,1023,Worker_24,PRJ102,Plumber,7.5,0,7.5
2025-06-19,1023,Worker_24,PRJ102,Plumber,8.0,0,8.0
2025-06-20,1023,Worker_24,PRJ102,Plumber,9.0,0,9.0
2025-06-09,1024,Worker_25,PRJ101,Plumber,8.0,2,10.0
2025-06-10,1024,Worker_25,PRJ101,Plumber,8.0,0,8.0
2025-06-11,1024,Worker_25,PRJ101,Plumber,9.0,0,9.0
2025-06-12,1024,Worker_25,PRJ101,Plumber,8.0,2,10.0
2025-06-13,1024,Worker_25,PRJ101,Plumber,8.0,2,10.0
2025-06-16,1024,Worker_25,PRJ101,Plumber,7.5,0,7.5
2025-06-17,1024,Worker_25,PRJ101,Plumber,8.0,2,10.0
2025-06-18,1024,Worker_25,PRJ101,Plumber,8.0,2,10.0
2025-06-19,1024,Worker_25,PRJ101,Plumber,6.0,0,6.0
2025-06-20,1024,Worker_25,PRJ101,Plumber,8.0,1,9.0
2025-06-09,1025,Worker_26,PRJ103,Carpenter,7.5,0,7.5
2025-06-10,1025,Worker_26,PRJ103,Carpenter,8.0,2,10.0
2025-06-11,1025,Worker_26,PRJ103,Carpenter,8.0,0,8.0
2025-06-12,1025,Worker_26,PRJ103,Carpenter,6.0,0,6.0
2025-06-13,1025,Worker_26,PRJ103,Carpenter,8.0,0,8.0
2025-06-16,1025,Worker_26,PRJ103,Carpenter,8.0,0,8.0
2025-06-17,1025,Worker_26,PRJ103,Carpenter,8.0,2,10.0
2025-06-18,1025,Worker_26,PRJ103,Carpenter,7.5,0,7.5
2025-06-19,1025,Worker_26,PRJ103,Carpenter,6.0,0,6.0
2025-06-20,1025,Worker_26,PRJ103,Carpenter,6.0,0,6.0
2025-06-09,1026,Worker_27,PRJ102,Laborer,9.0,2,11.0
2025-06-10,1026,Worker_27,PRJ102,Laborer,8.0,0,8.0
2025-06-11,1026,Worker_27,PRJ102,Laborer,6.0,0,6.0
2025-06-12,1026,Worker_27,PRJ102,Laborer,8.0,1,9.0
2025-06-13,1026,Worker_27,PRJ102,Laborer,6.0,0,6.0
2025-06-16,1026,Worker_27,PRJ102,Laborer,8.0,1,9.0
2025-06-17,1026,Worker_27,PRJ102,Laborer,6.0,0,6.0
2025-06-18,1026,Worker_27,PRJ102,Laborer,8.0,1,9.0
2025-06-19,1026,Worker_27,PRJ102,Laborer,7.5,0,7.5
2025-06-20,1026,Worker_27,PRJ102,Laborer,7.5,0,7.5
2025-06-09,1027,Worker_28,PRJ101,Carpenter,8.0,1,9.0
2025-06-10,1027,Worker_28,PRJ101,Carpenter,6.0,0,6.0
2025-06-11,1027,Worker_28,PRJ101,Carpenter,9.0,0,9.0
2025-06-12,1027,Worker_28,PRJ101,Carpenter,8.0,2,10.0
2025-06-13,1027,Worker_28,PRJ101,Carpenter,8.0,0,8.0
2025-06-16,1027,Worker_28,PRJ101,Carpenter,9.0,0,9.0
2025-06-17,1027,Worker_28,PRJ101,Carpenter,7.5,0,7.5
2025-06-18,1027,Worker_28,PRJ101,Carpenter,8.0,1,9.0
2025-06-19,1027,Worker_28,PRJ101,Carpenter,6.0,0,6.0
2025-06-20,1027,Worker_28,PRJ101,Carpenter,8.0,0,8.0
2025-06-09,1028,Worker_29,PRJ102,Electrician,8.0,0,8.0
2025-06-10,1028,Worker_29,PRJ102,Electrician,8.0,2,10.0
2025-06-11,1028,Worker_29,PRJ102,Electrician,8.0,1,9.0
2025-06-12,1028,Worker_29,PRJ102,Electrician,7.5,0,7.5
2025-06-13,1028,Worker_29,PRJ102,Electrician,7.5,0,7.5
2025-06-16,1028,Worker_29,PRJ102,Electrician,9.0,0,9.0
2025-06-17,1028,Worker_29,PRJ102,Electrician,8.0,0,8.0
2025-06-18,1028,Worker_29,PRJ102,Electrician,6.0,0,6.0
2025-06-19,1028,Worker_29,PRJ102,Electrician,8.0,1,9.0
2025-06-20,1028,Worker_29,PRJ102,Electrician,9.0,1,10.0
2025-06-09,1029,Worker_30,PRJ104,Plumber,9.0,2,11.0
2025-06-10,1029,Worker_30,PRJ104,Plumber,8.0,2,10.0
2025-06-11,1029,Worker_30,PRJ104,Plumber,8.0,2,10.0
2025-06-12,1029,Worker_30,PRJ104,Plumber,7.5,0,7.5
2025-06-13,1029,Worker_30,PRJ104,Plumber,8.0,0,8.0
2025-06-16,1029,Worker_30,PRJ104,Plumber,7.5,0,7.5
2025-06-17,1029,Worker_30,PRJ104,Plumber,9.0,2,11.0
2025-06-18,1029,Worker_30,PRJ104,Plumber,7.5,0,8.0
2025-06-19,1029,Worker_30,PRJ104,Plumber,8.0,2,10.0
2025-06-20,1029,Worker_30,PRJ104,Plumber,7.5,0,7.5
2025-06-09,1030,Worker_31,PRJ102,Laborer,8.0,1,9.0
2025-06-10,1030,Worker_31,PRJ102,Laborer,6.0,0,6.0
2025-06-11,1030,Worker_31,PRJ102,Laborer,8.0,2,10.0
2025-06-12,1030,Worker_31,PRJ102,Laborer,7.5,0,7.5
2025-06-13,1030,Worker_31,PRJ102,Laborer,8.0,2,10.0
2025-06-16,1030,Worker_31,PRJ102,Laborer,8.0,1,9.0
2025-06-17,1030,Worker_31,PRJ102,Laborer,8.0,1,9.0
2025-06-18,1030,Worker_31,PRJ102,Laborer,8.0,0,8.0
2025-06-19,1030,Worker_31,PRJ102,Laborer,8.0,2,10.0
2025-06-20,1030,Worker_31,PRJ102,Laborer,7.5,0,7.5
2025-06-09,1031,Worker_32,PRJ104,Plumber,8.0,2,10.0
2025-06-10,1031,Worker_32,PRJ104,Plumber,7.5,0,7.5
2025-06-11,1031,Worker_32,PRJ104,Plumber,6.0,0,6.0
2025-06-12,1031,Worker_32,PRJ104,Plumber,8.0,2,10.0
2025-06-13,1031,Worker_32,PRJ104,Plumber,6.0,0,6.0
2025-06-16,1031,Worker_32,PRJ104,Plumber,6.0,0,6.0
2025-06-17,1031,Worker_32,PRJ104,Plumber,9.0,0,9.0
2025-06-18,1031,Worker_32,PRJ104,Plumber,8.0,0,8.0
2025-06-19,1031,Worker_32,PRJ104,Plumber,9.0,1,10.0
2025-06-20,1031,Worker_32,PRJ104,Plumber,6.0,0,6.0
2025-06-09,1032,Worker_33,PRJ100,Plumber,9.0,0,9.0
2025-06-10,1032,Worker_33,PRJ100,Plumber,7.5,0,7.5
2025-06-11,1032,Worker_33,PRJ100,Plumber,8.0,0,8.0
2025-06-12,1032,Worker_33,PRJ100,Plumber,8.0,0,8.0
2025-06-13,1032,Worker_33,PRJ100,Plumber,7.5,0,7.5
2025-06-16,1032,Worker_33,PRJ100,Plumber,9.0,1,10.0
2025-06-17,1032,Worker_33,PRJ100,Plumber,8.0,0,8.0
2025-06-18,1032,Worker_33,PRJ100,Plumber,8.0,0,8.0
2025-06-19,1032,Worker_33,PRJ100,Plumber,9.0,0,9.0
2025-06-20,1032,Worker_33,PRJ100,Plumber,9.0,0,9.0
2025-06-09,1033,Worker_34,PRJ100,Carpenter,9.0,0,9.0
2025-06-10,1033,Worker_34,PRJ100,Carpenter,8.0,0,8.0
2025-06-11,1033,Worker_34,PRJ100,Carpenter,8.0,2,10.0
2025-06-12,1033,Worker_34,PRJ100,Carpenter,7.5,0,7.5
2025-06-13,1033,Worker_34,PRJ100,Carpenter,8.0,1,9.0
2025-06-16,1033,Worker_34,PRJ100,Carpenter,8.0,0,8.0
2025-06-17,1033,Worker_34,PRJ100,Carpenter,8.0,2,10.0
2025-06-18,1033,Worker_34,PRJ100,Carpenter,8.0,0,8.0
2025-06-19,1033,Worker_34,PRJ100,Carpenter,6.0,0,6.0
2025-06-20,1033,Worker_34,PRJ100,Carpenter,8.0,0,8.0
2025-06-09,1034,Worker_35,PRJ101,Electrician,8.0,0,8.0
2025-06-10,1034,Worker_35,PRJ101,Electrician,8.0,2,10.0
2025-06-11,1034,Worker_35,PRJ101,Electrician,6.0,0,6.0
2025-06-12,1034,Worker_35,PRJ101,Electrician,9.0,1,10.0
2025-06-13,1034,Worker_35,PRJ101,Electrician,6.0,0,6.0
2025-06-16,1034,Worker_35,PRJ101,Electrician,8.0,0,8.0
2025-06-17,1034,Worker_35,PRJ101,Electrician,7.5,0,7.5
2025-06-18,1034,Worker_35,PRJ101,Electrician,9.0,0,9.0
2025-06-19,1034,Worker_35,PRJ101,Electrician,8.0,1,9.0
2025-06-20,1034,Worker_35,PRJ101,Electrician,8.0,1,9.0
2025-06-09,1035,Worker_36,PRJ102,Plumber,7.5,0,7.5
2025-06-10,1035,Worker_36,PRJ102,Plumber,8.0,1,9.0
2025-06-11,1035,Worker_36,PRJ102,Plumber,8.0,1,9.0
2025-06-12,1035,Worker_36,PRJ102,Plumber,8.0,0,8.0
2025-06-13,1035,Worker_36,PRJ102,Plumber,9.0,0,9.0
2025-06-16,1035,Worker_36,PRJ102,Plumber,8.0,2,10.0
2025-06-17,1035,Worker_36,PRJ102,Plumber,6.0,0,6.0
2025-06-18,1035,Worker_36,PRJ102,Plumber,9.0,0,9.0
2025-06-19,1035,Worker_36,PRJ102,Plumber,8.0,0,8.0
2025-06-20,1035,Worker_36,PRJ102,Plumber,7.5,0,7.5
2025-06-09,1036,Worker_37,PRJ101,Laborer,8.0,0,8.0
2025-06-10,1036,Worker_37,PRJ101,Laborer,8.0,1,9.0
2025-06-11,1036,Worker_37,PRJ101,Laborer,8.0,2,10.0
2025-06-12,1036,Worker_37,PRJ101,Laborer,8.0,1,9.0
2025-06-13,1036,Worker_37,PRJ101,Laborer,8.0,0,8.0
2025-06-16,1036,Worker_37,PRJ101,Laborer,9.0,0,9.0
2025-06-17,1036,Worker_37,PRJ101,Laborer,8.0,0,8.0
2025-06-18,1036,Worker_37,PRJ101,Laborer,8.0,2,10.0
2025-06-19,1036,Worker_37,PRJ101,Laborer,8.0,2,10.0
2025-06-20,1036,Worker_37,PRJ101,Laborer,8.0,1,9.0
2025-06-09,1037,Worker_38,PRJ104,Laborer,9.0,0,9.0
2025-06-10,1037,Worker_38,PRJ104,Laborer,7.5,0,7.5
2025-06-11,1037,Worker_38,PRJ104,Laborer,8.0,2,10.0
2025-06-12,1037,Worker_38,PRJ104,Laborer,6.0,0,6.0
